query,title,docid,link,rel
What is the status of international efforts to combat terrorism and extremism,Social policy of Donald Trump,52980173,https://en.wikipedia.org/wiki/?curid=52980173,4
What is the status of international efforts to combat terrorism and extremism,History of the War in Afghanistan (2001�2021),60274077,https://en.wikipedia.org/wiki/?curid=60274077,4
What is the status of international efforts to combat terrorism and extremism,Christopher Cantwell,54936285,https://en.wikipedia.org/wiki/?curid=54936285,4
What is the status of international efforts to combat terrorism and extremism,Shanghai Cooperation Organisation,152422,https://en.wikipedia.org/wiki/?curid=152422,4
What is the status of international efforts to combat terrorism and extremism,Far-right politics,221220,https://en.wikipedia.org/wiki/?curid=221220,4
What is the status of international efforts to combat terrorism and extremism,Al-Qaeda,1921,https://en.wikipedia.org/wiki/?curid=1921,4
What is the status of international efforts to combat terrorism and extremism,Organization for Security and Co-operation in Europe,22796,https://en.wikipedia.org/wiki/?curid=22796,4
What is the status of international efforts to combat terrorism and extremism,Chechnya,6095,https://en.wikipedia.org/wiki/?curid=6095,4
What is the status of international efforts to combat terrorism and extremism,United States Department of State,31975,https://en.wikipedia.org/wiki/?curid=31975,4
What is the status of international efforts to combat terrorism and extremism,Exodus of Kashmiri Hindus,45099781,https://en.wikipedia.org/wiki/?curid=45099781,4
What is the status of international efforts to combat terrorism and extremism,Foreign policy of the Narendra Modi government,43059671,https://en.wikipedia.org/wiki/?curid=43059671,4
What is the status of international efforts to combat terrorism and extremism,Rohingya conflict,37399133,https://en.wikipedia.org/wiki/?curid=37399133,4
What is the status of international efforts to combat terrorism and extremism,Foreign internal defense,14355446,https://en.wikipedia.org/wiki/?curid=14355446,4
What is the status of international efforts to combat terrorism and extremism,Women in the Arab world,9171491,https://en.wikipedia.org/wiki/?curid=9171491,4
What is the status of international efforts to combat terrorism and extremism,Xinjiang internment camps,58041212,https://en.wikipedia.org/wiki/?curid=58041212,5
What is the status of international efforts to combat terrorism and extremism,Christchurch mosque shootings,60232721,https://en.wikipedia.org/wiki/?curid=60232721,5
What is the status of international efforts to combat terrorism and extremism,Executive Order 13769,53012768,https://en.wikipedia.org/wiki/?curid=53012768,5
What is the status of international efforts to combat terrorism and extremism,Turkish occupation of northern Syria,51696219,https://en.wikipedia.org/wiki/?curid=51696219,5
What is the status of international efforts to combat terrorism and extremism,Insurgency in Cabo Delgado,56119804,https://en.wikipedia.org/wiki/?curid=56119804,5
What is the status of international efforts to combat terrorism and extremism,Executive Order 13780,53403242,https://en.wikipedia.org/wiki/?curid=53403242,5
What is the status of international efforts to combat terrorism and extremism,Twitter suspensions,55657706,https://en.wikipedia.org/wiki/?curid=55657706,5
What is the status of international efforts to combat terrorism and extremism,Second Chechen War,171392,https://en.wikipedia.org/wiki/?curid=171392,5
What is the status of international efforts to combat terrorism and extremism,Islamophobia,162173,https://en.wikipedia.org/wiki/?curid=162173,5
What is the status of international efforts to combat terrorism and extremism,MI5,100076,https://en.wikipedia.org/wiki/?curid=100076,5
What is the status of international efforts to combat terrorism and extremism,Osama bin Laden,22468,https://en.wikipedia.org/wiki/?curid=22468,5
What is the status of international efforts to combat terrorism and extremism,Piracy,50715,https://en.wikipedia.org/wiki/?curid=50715,5
What is the status of international efforts to combat terrorism and extremism,Hamas,13913,https://en.wikipedia.org/wiki/?curid=13913,5
What is the status of international efforts to combat terrorism and extremism,Taliban,30635,https://en.wikipedia.org/wiki/?curid=30635,5
What is the status of international efforts to combat terrorism and extremism,Domestic terrorism,48429222,https://en.wikipedia.org/wiki/?curid=48429222,5
What is the status of international efforts to combat terrorism and extremism,United States and state-sponsored terrorism,43038852,https://en.wikipedia.org/wiki/?curid=43038852,5
What is the status of international efforts to combat terrorism and extremism,Qatar and state-sponsored terrorism,46926414,https://en.wikipedia.org/wiki/?curid=46926414,5
What is the status of international efforts to combat terrorism and extremism,Foreign fighters in the Syrian Civil War and War in Iraq,39829229,https://en.wikipedia.org/wiki/?curid=39829229,5
What is the status of international efforts to combat terrorism and extremism,Russian military intervention in the Syrian civil war,48026864,https://en.wikipedia.org/wiki/?curid=48026864,5
What is the status of international efforts to combat terrorism and extremism,Gamergate (harassment campaign),43758363,https://en.wikipedia.org/wiki/?curid=43758363,5
What is the status of international efforts to combat terrorism and extremism,Islamophobia in the United States,44213565,https://en.wikipedia.org/wiki/?curid=44213565,5
What is the status of international efforts to combat terrorism and extremism,Islamophobia in Canada,45431681,https://en.wikipedia.org/wiki/?curid=45431681,5
What is the status of international efforts to combat terrorism and extremism,History of the Central Intelligence Agency,46544696,https://en.wikipedia.org/wiki/?curid=46544696,5
What is the status of international efforts to combat terrorism and extremism,Reactions to the killing of Osama bin Laden,31655694,https://en.wikipedia.org/wiki/?curid=31655694,5
What is the status of international efforts to combat terrorism and extremism,Political violence,32204428,https://en.wikipedia.org/wiki/?curid=32204428,5
What is the status of international efforts to combat terrorism and extremism,National Crime Agency,28153284,https://en.wikipedia.org/wiki/?curid=28153284,5
What is the status of international efforts to combat terrorism and extremism,Withdrawal of United States troops from Afghanistan (2011�2016),36920007,https://en.wikipedia.org/wiki/?curid=36920007,5
What is the status of international efforts to combat terrorism and extremism,Foreign involvement in the Syrian civil war,36761284,https://en.wikipedia.org/wiki/?curid=36761284,5
What is the status of international efforts to combat terrorism and extremism,Hong Kong independence,30830794,https://en.wikipedia.org/wiki/?curid=30830794,5
What is the status of international efforts to combat terrorism and extremism,Terrorism in the United States,18563588,https://en.wikipedia.org/wiki/?curid=18563588,5
What is the status of international efforts to combat terrorism and extremism,War on terror,13425800,https://en.wikipedia.org/wiki/?curid=13425800,5
What is the status of international efforts to combat terrorism and extremism,Radicalization,12578245,https://en.wikipedia.org/wiki/?curid=12578245,5
What is the status of international efforts to combat terrorism and extremism,Political positions of Joe Biden,12427758,https://en.wikipedia.org/wiki/?curid=12427758,5
What is the status of international efforts to combat terrorism and extremism,Twitter,9988187,https://en.wikipedia.org/wiki/?curid=9988187,5
What is the status of international efforts to combat terrorism and extremism,Facebook,7529378,https://en.wikipedia.org/wiki/?curid=7529378,5
What is the status of international efforts to combat terrorism and extremism,September 11 attacks,5058690,https://en.wikipedia.org/wiki/?curid=5058690,5
What is the status of international efforts to combat terrorism and extremism,Guantanamo Bay detention camp,4406774,https://en.wikipedia.org/wiki/?curid=4406774,5
What is the status of international efforts to combat terrorism and extremism,YouTube,3524766,https://en.wikipedia.org/wiki/?curid=3524766,5
Analyze the role of women in the scientific discoveries of the 19th century,Eunice Newton Foote,49280323,https://en.wikipedia.org/wiki/?curid=49280323,5
Analyze the role of women in the scientific discoveries of the 19th century,Historiography of the United Kingdom,48901865,https://en.wikipedia.org/wiki/?curid=48901865,1
Analyze the role of women in the scientific discoveries of the 19th century,Historiography of India,58495405,https://en.wikipedia.org/wiki/?curid=58495405,1
Analyze the role of women in the scientific discoveries of the 19th century,Ethiopian historiography,54638395,https://en.wikipedia.org/wiki/?curid=54638395,1
Analyze the role of women in the scientific discoveries of the 19th century,History of chemical warfare,60215761,https://en.wikipedia.org/wiki/?curid=60215761,2
Analyze the role of women in the scientific discoveries of the 19th century,Presidency of Donald Trump,52231341,https://en.wikipedia.org/wiki/?curid=52231341,1
Analyze the role of women in the scientific discoveries of the 19th century,1966 New York City smog,51545978,https://en.wikipedia.org/wiki/?curid=51545978,1
Analyze the role of women in the scientific discoveries of the 19th century,Trumpism,49622755,https://en.wikipedia.org/wiki/?curid=49622755,1
Analyze the role of women in the scientific discoveries of the 19th century,History of science,14400,https://en.wikipedia.org/wiki/?curid=14400,5
Analyze the role of women in the scientific discoveries of the 19th century,Science,26700,https://en.wikipedia.org/wiki/?curid=26700,3
Analyze the role of women in the scientific discoveries of the 19th century,Scientific method,26833,https://en.wikipedia.org/wiki/?curid=26833,2
Analyze the role of women in the scientific discoveries of the 19th century,Age of Enlightenment,30758,https://en.wikipedia.org/wiki/?curid=30758,2
Analyze the role of women in the scientific discoveries of the 19th century,History of medicine,14194,https://en.wikipedia.org/wiki/?curid=14194,4
